size, dupes, statements
97, 81, 16457
97, 82, 17605
97, 83, 17841
97, 84, 17741
97, 85, 18081
97, 86, 18713
97, 87, 18221
97, 88, 18233
97, 89, 18109
97, 90, 18029
97, 91, 18841
97, 92, 18813
97, 93, 19357
97, 94, 19193
97, 95, 19553
97, 96, 19793
97, 97, 19793
98, 1, 653
98, 2, 525
98, 3, 1129
98, 4, 1769
98, 5, 1269
98, 6, 1493
98, 7, 1305
98, 8, 2653
98, 9, 2293
98, 10, 2565
98, 11, 2757
98, 12, 3121
98, 13, 2833
98, 14, 3397
98, 15, 3893
98, 16, 3501
98, 17, 4129
98, 18, 4437
98, 19, 4473
98, 20, 4413
98, 21, 4829
98, 22, 4797
98, 23, 5385
98, 24, 5961
98, 25, 5961
98, 26, 5681
98, 27, 4841
98, 28, 6329
98, 29, 6433
98, 30, 6013
98, 31, 6977
98, 32, 7393
98, 33, 7025
98, 34, 7625
98, 35, 8697
98, 36, 7901
98, 37, 8093
98, 38, 8369
98, 39, 7533
98, 40, 8653
98, 41, 8653
98, 42, 8429
98, 43, 9633
98, 44, 10489
98, 45, 10925
98, 46, 9401
98, 47, 9285
98, 48, 10273
98, 49, 10429
98, 50, 9865
98, 51, 11497
98, 52, 11393
98, 53, 11005
98, 54, 12605
98, 55, 10689
98, 56, 12201
98, 57, 11397
98, 58, 12689
98, 59, 12645
98, 60, 12757
98, 61, 12805
98, 62, 13745
98, 63, 13189
98, 64, 14197
98, 65, 13141
98, 66, 13181
98, 67, 13637
98, 68, 14981
98, 69, 14733
98, 70, 15169
98, 71, 14705
98, 72, 15293
98, 73, 15273
98, 74, 14785
98, 75, 15513
98, 76, 16137
98, 77, 16201
98, 78, 15837
98, 79, 17089
98, 80, 16457
98, 81, 16665
98, 82, 16549
98, 83, 17101
98, 84, 17829
98, 85, 17329
98, 86, 17761
98, 87, 18341
98, 88, 18105
98, 89, 18053
98, 90, 18265
98, 91, 18737
98, 92, 19281
98, 93, 19577
98, 94, 19493
98, 95, 19837
98, 96, 19873
98, 97, 20193
98, 98, 20193
99, 1, 501
99, 2, 1281
99, 3, 1097
99, 4, 1229
99, 5, 2125
99, 6, 2249
99, 7, 1697
99, 8, 2217
99, 9, 1933
99, 10, 3093
99, 11, 2605
99, 12, 3473
99, 13, 3345
99, 14, 4513
99, 15, 4113
99, 16, 3573
99, 17, 4353
99, 18, 4641
99, 19, 4369
99, 20, 4521
99, 21, 5321
99, 22, 4973
99, 23, 4777
99, 24, 5777
99, 25, 5797
99, 26, 7125
99, 27, 5589
99, 28, 6985
99, 29, 6553
99, 30, 5801
99, 31, 7845
99, 32, 6989
99, 33, 8341
99, 34, 7909
99, 35, 7585
99, 36, 8665
99, 37, 8017
99, 38, 8457
99, 39, 8429
99, 40, 8221
99, 41, 10125
99, 42, 8197
99, 43, 9257
99, 44, 9829
99, 45, 10041
99, 46, 9989
99, 47, 9153
99, 48, 8881
99, 49, 9437
99, 50, 10729
99, 51, 12581
99, 52, 10861
99, 53, 11157
99, 54, 11161
99, 55, 11573
99, 56, 11337
99, 57, 12353
99, 58, 11313
99, 59, 11881
99, 60, 13261
99, 61, 12757
99, 62, 13805
99, 63, 13649
99, 64, 14325
99, 65, 14361
99, 66, 14453
99, 67, 14233
99, 68, 14453
99, 69, 15637
99, 70, 14645
99, 71, 15561
99, 72, 15429
99, 73, 15709
99, 74, 15869
99, 75, 15909
99, 76, 15417
99, 77, 16541
99, 78, 16753
99, 79, 16417
99, 80, 16781
99, 81, 17349
99, 82, 17909
99, 83, 16905
99, 84, 18165
99, 85, 18061
99, 86, 18073
99, 87, 18149
99, 88, 18189
99, 89, 18493
99, 90, 18509
99, 91, 19625
99, 92, 18973
99, 93, 19265
99, 94, 20065
99, 95, 19913
99, 96, 20497
99, 97, 20433
99, 98, 20597
99, 99, 20597
100, 1, 477
100, 2, 937
100, 3, 1113
100, 4, 1269
100, 5, 1317
100, 6, 1577
100, 7, 1713
100, 8, 1417
100, 9, 1549
100, 10, 2317
100, 11, 3069
100, 12, 3089
100, 13, 3125
100, 14, 3337
100, 15, 4005
100, 16, 4325
100, 17, 4517
100, 18, 3753
100, 19, 4553
100, 20, 4657
100, 21, 4061
100, 22, 5345
100, 23, 5357
100, 24, 5665
100, 25, 5793
100, 26, 6965
100, 27, 6673
100, 28, 6245
100, 29, 5897
100, 30, 6945
100, 31, 5885
100, 32, 7917
100, 33, 7669
100, 34, 7201
100, 35, 7313
100, 36, 6281
100, 37, 7765
100, 38, 8649
100, 39, 8557
100, 40, 8457
100, 41, 9197
100, 42, 9317
100, 43, 9465
100, 44, 9393
100, 45, 9333
100, 46, 9805
100, 47, 9769
100, 48, 9517
100, 49, 10493
100, 50, 9945
100, 51, 11537
100, 52, 11185
100, 53, 11541
100, 54, 11677
100, 55, 12453
100, 56, 13197
100, 57, 11549
100, 58, 12025
100, 59, 13537
100, 60, 13833
100, 61, 13421
100, 62, 13193
100, 63, 13909
100, 64, 14629
100, 65, 14897
100, 66, 14957
100, 67, 14581
100, 68, 14573
100, 69, 14637
100, 70, 16029
100, 71, 14745
100, 72, 15345
100, 73, 15673
100, 74, 16073
100, 75, 15577
100, 76, 16453
100, 77, 16241
100, 78, 16597
100, 79, 18069
100, 80, 17017
100, 81, 17001
100, 82, 18089
100, 83, 18265
100, 84, 17981
100, 85, 17789
100, 86, 17677
100, 87, 17837
100, 88, 18801
100, 89, 18233
100, 90, 18977
100, 91, 19645
100, 92, 19809
100, 93, 19753
100, 94, 19317
100, 95, 20125
100, 96, 20393
100, 97, 20505
100, 98, 20721
100, 99, 21005
100, 100, 21005
